Filename,File Name,Resource Type,Title,Author names,Author Affiliations,Author Identifiers,Author Identifier Type,Keywords,Language,Description,Description Type,Format,Funding Agency,Contributor Name,Contributor Role,Embargo Date,License
3_2a_Babortus.mp4,3_2a_Babortus.mp4,Audiovisual,Brucella abortus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Aditee Prabhutendolkar,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
3_2b_Mformicica.mp4,3_2b_Mformicica.mp4,Audiovisual,Methanoregula formicica,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Aditee Prabhutendolkar,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
3_5a_Bburgdorferi.mp4,3_5a_Bburgdorferi.mp4,Audiovisual,Borrelia burgdorferi,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Aditee Prabhutendolkar,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
3_6a_Pvanneervenii.mp4,3_6a_Pvanneervenii.mp4,Audiovisual,Prosthecobacter vanneervenii,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Martin Pilhofer; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
3_7a_Hsalinarum.mp4,3_7a_Hsalinarum.mp4,Audiovisual,Halobacterium salinarum,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Aditee Prabhutendolkar,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_1_Ccrescentus.mp4,4_1_Ccrescentus.mp4,Audiovisual,Caulobacter crescentus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Zhuo Li; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_2_Soneidensis.mp4,4_2_Soneidensis.mp4,Audiovisual,Shewanella oneidensis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Poorna Subramanian; Aditee Prabhutendolkar,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_3_Rpalustris.mp4,4_3_Rpalustris.mp4,Audiovisual,Rhodopseudomonas palustris,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Alasdair McDowall,Data Collector,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_4_Chloroflexi.mp4,4_4_Chloroflexi.mp4,Audiovisual,Chloroflexi,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_5_Cthermocellum.mp4,4_5_Cthermocellum.mp4,Audiovisual,Clostridium thermocellum,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva,Data Collector,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_6_Alongum.mp4,4_6_Alongum.mp4,Audiovisual,Acetonema longum,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva,Data Collector,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_7_Tintermedia.mp4,4_7_Tintermedia.mp4,Audiovisual,Thiomonas intermedia,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Cristina Iancu; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_8_Cnecator.mp4,4_8_Cnecator.mp4,Audiovisual,Cupriavidus necator,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Morgan Beeby; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_9_Atumefaciens.mp4,4_9_Atumefaciens.mp4,Audiovisual,Agrobacterium tumefaciens,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_10_Hlitoreum.mp4,4_10_Hlitoreum.mp4,Audiovisual,Halorubrum litoreum,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_3a_Msedimenti.mp4,4_3a_Msedimenti.mp4,Audiovisual,Methyloprofundus sedimenti,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_7a_Hneapolitanus.mp4,4_7a_Hneapolitanus.mp4,Audiovisual,Halothiobacillus neapolitanus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Cristina Iancu; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_7b_Hcrunogenus.mp4,4_7b_Hcrunogenus.mp4,Audiovisual,Hydrogenovibrio crunogenus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Cristina Iancu; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_8a_Lantibioticus.mp4,4_8a_Lantibioticus.mp4,Audiovisual,Lysobacter antibioticus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Morgan Beeby; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_9a_Hcrunogenus.mp4,4_9a_Hcrunogenus.mp4,Audiovisual,Hydrogenovibrio crunogenus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Cristina Iancu; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_9b_Hneapolitanus.mp4,4_9b_Hneapolitanus.mp4,Audiovisual,Halothiobacillus neapolitanus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Cristina Iancu; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_10a_Hgibbonsii.mp4,4_10a_Hgibbonsii.mp4,Audiovisual,Haloferax gibbonsii,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel,Data Collector,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
4_10b_Hlitchfieldiae.mp4,4_10b_Hlitchfieldiae.mp4,Audiovisual,Halohasta litchfieldiae,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Zhuo Li,Data Collector,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_1_Tintermedia.mp4,5_1_Tintermedia.mp4,Audiovisual,Thiomonas intermedia,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Cristina Iancu; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_2_Ccrescentus.mp4,5_2_Ccrescentus.mp4,Audiovisual,Caulobacter crescentus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_3_Hneptunium.mp4,5_3_Hneptunium.mp4,Audiovisual,Hyphomonas neptunium,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Jian Shi; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_4_Saureus.mp4,5_4_Saureus.mp4,Audiovisual,Staphylococcus aureus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Georges Chreifi; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_5_Tremsis.mp4,5_5_Tremsis.mp4,Audiovisual,Tetrasphaera remsis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_6_Iloihiensis.mp4,5_6_Iloihiensis.mp4,Audiovisual,Idiomarina loihiensis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Morgan Beeby; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_7_Ccrescentus.mp4,5_7_Ccrescentus.mp4,Audiovisual,Caulobacter crescentus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Zhuo Li; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_8_Atumefaciens.mp4,5_8_Atumefaciens.mp4,Audiovisual,Agrobacterium tumefaciens,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_9_Cnecator.mp4,5_9_Cnecator.mp4,Audiovisual,Cupriavidus necator,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Morgan Beeby; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_10_Ccrescentus.mp4,5_10_Ccrescentus.mp4,Audiovisual,Caulobacter crescentus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Qing Yao; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_11_Sacidocaldarius.mp4,5_11_Sacidocaldarius.mp4,Audiovisual,Sulfolobus acidocaldarius,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Shrawan Mageswaran; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_12_Sacidocaldarius.mp4,5_12_Sacidocaldarius.mp4,Audiovisual,Sulfolobus acidocaldarius,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Shrawan Mageswaran; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_3a_Hneptunium.mp4,5_3a_Hneptunium.mp4,Audiovisual,Hyphomonas neptunium,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Jian Shi; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_3b_Hneptunium.mp4,5_3b_Hneptunium.mp4,Audiovisual,Hyphomonas neptunium,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Jian Shi; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_6a_Salaskensis.mp4,5_6a_Salaskensis.mp4,Audiovisual,Sphingopyxis alaskensis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Morgan Beeby,Data Collector,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_6b_Chloroflexi.mp4,5_6b_Chloroflexi.mp4,Audiovisual,Chloroflexi,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva,Data Collector,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_7a_Ccrescentus.mp4,5_7a_Ccrescentus.mp4,Audiovisual,Caulobacter crescentus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Qing Yao,Data Collector,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
5_9a_Cnecator.mp4,5_9a_Cnecator.mp4,Audiovisual,Cupriavidus necator,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Morgan Beeby,Data Collector,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_1_Cjejuni.mp4,6_1_Cjejuni.mp4,Audiovisual,Campylobacter jejuni,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Morgan Beeby; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
